24.80,71.00,0
24.80,71.00,0
24.80,71.00,0
24.80,71.00,0
24.80,71.00,0
24.80,71.00,0
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.80,71.00,1
24.70,71.00,1
24.70,71.00,1
24.60,71.00,1
24.60,71.00,0
24.60,71.00,0
24.60,71.00,0
24.60,71.00,0
24.50,71.00,0
24.50,71.00,0
24.50,71.00,0
24.50,71.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,69.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,70.00,0
24.50,69.00,0
24.50,69.00,1
24.50,69.00,1
24.50,69.00,1
24.50,69.00,1
24.50,69.00,1
24.50,70.00,1
24.50,70.00,1
24.80,70.00,1
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,1
24.80,70.00,0
24.80,70.00,1
24.80,70.00,1
24.80,69.00,1
24.80,69.00,0
24.80,69.00,1
24.80,69.00,1
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,1
24.80,69.00,1
24.90,69.00,0
24.90,69.00,0
25.30,69.00,1
25.30,69.00,0
25.30,69.00,0
25.30,69.00,0
25.30,69.00,0
25.30,69.00,1
25.30,69.00,0
25.30,69.00,1
25.30,69.00,0
25.30,69.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,1
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.80,67.00,0
25.80,67.00,0
25.80,67.00,1
25.80,67.00,0
25.80,67.00,0
25.80,67.00,0
25.80,67.00,1
25.80,67.00,1
25.80,66.00,1
25.80,66.00,1
25.80,66.00,0
25.80,66.00,1
25.80,66.00,0
25.80,66.00,1
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,65.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,0
26.20,64.00,1
26.20,64.00,0
26.20,64.00,1
26.30,63.00,0
26.30,63.00,1
26.70,63.00,1
26.70,63.00,0
26.70,63.00,0
26.70,63.00,0
26.70,63.00,1
26.70,63.00,0
26.70,63.00,1
26.70,63.00,0
26.70,63.00,0
26.70,62.00,1
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,1
27.10,62.00,0
27.10,61.00,1
27.10,61.00,0
27.10,61.00,0
27.10,61.00,0
27.10,61.00,1
27.10,61.00,0
27.10,60.00,1
27.10,60.00,1
27.10,60.00,1
27.10,60.00,1
27.10,60.00,1
27.10,60.00,1
27.10,60.00,0
27.10,60.00,0
27.10,60.00,0
27.10,60.00,0
27.10,60.00,0
27.10,61.00,0
27.10,61.00,0
27.10,61.00,0
27.10,61.00,0
27.10,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,61.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.70,62.00,0
26.50,62.00,0
26.50,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,62.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
26.20,63.00,0
25.90,64.00,0
25.90,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,64.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.80,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,65.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,66.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,67.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.30,68.00,0
25.20,68.00,0
25.20,68.00,0
25.00,68.00,0
25.00,68.00,0
24.90,68.00,0
24.90,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,68.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
24.80,69.00,0
